profit_fact_id,date_id,shipping_mode_id,order_region_id,category_name_id,profit_value
1330,,1,10,2,
1331,,1,10,2,
1332,,1,10,7,
1333,,1,11,2,
1334,,1,11,2,
1335,,1,11,7,
1336,,1,10,7,
1337,,1,9,7,
1338,,1,11,7,
1339,,1,10,7,
1340,,1,10,7,
1341,,1,11,7,
1342,,1,11,7,
1343,,1,10,7,
1344,,1,10,7,
1345,,1,10,4,
1346,,1,11,4,
1347,,1,9,4,
1348,,1,11,3,
1349,,1,10,4,
1350,,1,9,4,-10.5
1351,,1,11,3,
1352,,1,10,4,
1353,,1,11,12,0.449999988
1354,,1,11,18,
1355,,1,11,8,
1356,,1,11,8,
1357,,1,11,24,
1358,,1,9,8,
1359,,1,11,8,
1360,,1,10,8,
1361,,1,9,8,
1362,,1,11,8,
1363,,1,11,24,
1364,,1,9,8,
1365,,1,9,24,
1366,,1,11,8,
1367,,1,10,24,
1368,,1,9,8,
1369,,1,9,24,
1370,,1,11,24,
1371,,1,9,24,
1372,,1,11,8,0.0
1373,,1,11,8,
1374,,1,10,8,
1375,,1,11,8,
1376,,1,11,24,-81.0
1377,,1,11,24,
1378,,1,10,8,
1379,,1,10,8,
1380,,1,10,8,
1381,,1,11,8,
1382,,1,9,8,
1383,,1,9,24,
1384,,1,11,8,
1385,,1,10,8,
1386,,1,10,8,
1387,,1,11,8,
1388,,1,10,8,
1389,,1,10,8,
1390,,1,5,8,-36.0
1391,,1,4,10,
1392,,1,3,32,
1393,,1,1,32,
1394,,1,2,6,
1395,,1,1,6,
1396,,1,3,7,
1397,,1,2,2,
1398,,1,2,2,
1399,,1,1,7,
1400,,1,4,7,
1401,,1,4,7,
1402,,1,4,2,
1403,,1,1,2,
1404,,1,4,2,
1405,,1,2,2,
1406,,1,3,2,
1407,,1,2,7,
1408,,1,4,7,
1409,,1,2,2,
1410,,1,2,7,
1411,,1,2,7,
1412,,1,4,7,
1413,,1,2,7,
1414,,1,2,7,
1415,,3,11,7,
1416,,3,10,7,
1417,,3,10,7,
1418,,3,10,2,
1419,,3,9,7,
1420,,3,10,7,
1421,,3,11,7,
1422,,3,10,7,
1423,,3,10,7,
1424,,3,11,7,
1425,,3,10,2,
1426,,3,11,7,
1427,,3,9,7,
1428,,3,11,7,
1429,,3,9,7,
1430,,3,9,7,
1431,,3,11,7,
1432,,3,10,7,
1433,,3,9,7,
1434,,3,11,7,
1435,,3,10,7,
1436,,3,10,7,
1437,,3,11,2,
1438,,3,11,7,
1439,,3,11,7,
1440,,3,10,7,
1441,,3,10,7,
1442,,3,11,7,
1443,,3,11,7,
1444,,3,11,7,
1445,,3,11,7,
1446,,3,10,2,
1447,,3,10,7,
1448,,3,11,3,
1449,,3,9,4,
1450,,3,11,4,
1451,,3,9,3,
1452,,3,11,4,
1453,,3,11,4,
1454,,3,10,3,
1455,,3,11,4,
1456,,3,11,4,
1457,,3,10,4,
1458,,3,11,4,
1459,,3,9,14,
1460,,3,11,12,
1461,,3,11,14,
1462,,3,11,24,
1463,,3,11,24,
1464,,3,11,8,
1465,,3,11,24,
1466,,3,10,24,
1467,,3,11,8,
1468,,3,10,8,36.0
1469,,3,10,8,
1470,,3,11,8,
1471,,3,11,24,
1472,,3,9,8,
1473,,3,10,24,
1474,,3,10,24,18.0
1475,,3,10,24,
1476,,3,11,8,
1477,,3,10,8,
1478,,3,10,24,
1479,,3,11,8,
1480,,3,11,24,
1481,,3,11,8,
1482,,3,11,24,
1483,,3,10,8,
1484,,3,9,24,
1485,,3,11,8,
1486,,3,11,8,
1487,,3,11,8,
1488,,3,11,8,
1489,,3,11,8,
1490,,3,11,8,
1491,,3,11,8,
1492,,3,11,8,72.0
1493,,3,11,8,
1494,,3,11,8,
1495,,3,11,8,
1496,,3,11,11,
1497,,3,11,7,16.25
1498,,3,11,7,
1499,,3,10,7,
1500,,3,10,7,
1501,,3,11,7,
1502,,3,10,2,
1503,,3,10,7,
1504,,3,10,7,
1505,,3,10,7,
1506,,3,9,7,
1507,,3,10,8,77.75
1508,,3,10,8,
1509,,3,10,8,
1510,,3,11,24,
1511,,3,1,10,408.0
1512,,3,3,10,
1513,,3,3,32,
1514,,3,4,32,
1515,,3,3,7,
1516,,3,1,7,
1517,,3,1,7,
1518,,3,5,7,
1519,,3,3,7,
1520,,3,2,2,
1521,,3,2,17,
1522,,3,1,7,
1523,,3,4,15,
1524,,3,4,16,
1525,,3,5,7,
1526,,3,3,7,
1527,,3,2,2,
1528,,3,1,2,
1529,,3,3,23,
1530,,3,2,7,
1531,,3,21,7,
1532,,3,21,7,
1533,,3,3,23,
1534,,3,3,7,
1535,,3,2,7,
1536,,3,21,7,
1537,,3,3,7,
1538,,3,2,7,
1539,,3,4,7,
1540,,3,2,17,
1541,,3,21,2,
1542,,3,2,7,
1543,,3,2,7,
1544,,3,2,16,
1545,,3,4,2,
1546,,3,4,7,
1547,,3,2,16,
1548,,3,2,16,
1549,,3,1,2,
1550,,3,2,23,
1551,,3,4,16,
1552,,3,3,16,
1553,,3,2,22,
1554,,3,5,7,
1555,,3,4,7,
1556,,3,4,7,
1557,,3,5,2,
1558,,3,5,7,
1559,,3,1,2,
1560,,3,4,22,
1561,,3,4,15,
1562,,3,4,15,
1563,,3,4,7,
1564,,3,5,2,
1565,,3,5,7,37.75
1566,,3,3,7,
1567,,3,2,17,
1568,,3,1,7,
1569,,3,1,7,
1570,,3,4,17,
1571,,3,4,7,
1572,,3,2,4,
1573,,3,3,4,
1574,,3,3,4,
1575,,3,3,4,
1576,,3,2,3,
1577,,3,4,14,
1578,,3,3,18,
1579,,3,4,12,
1580,,3,1,24,
1581,,3,1,8,
1582,,3,1,24,
1583,,3,4,8,
1584,,3,1,8,
1585,,3,2,24,
1586,,3,1,8,
1587,,3,2,8,
1588,,2,8,8,
1589,,2,16,8,122.75
1590,,2,15,24,
1591,,2,16,8,
1592,,2,8,8,
1593,,2,15,8,
1594,,2,15,8,
1595,,2,8,24,
1596,,2,16,24,
1597,,2,8,24,
1598,,2,11,6,
1599,,2,10,6,
1600,,2,10,6,
1601,,2,11,7,
1602,,2,10,7,
1603,,2,11,7,
1604,,2,9,7,
1605,,2,9,7,
1606,,2,10,7,
1607,,2,9,7,
1608,,2,9,7,
1609,,2,10,7,
1610,,2,11,7,
1611,,2,11,7,
1612,,2,9,7,
1613,,2,10,7,
1614,,2,9,4,
1615,,2,10,3,
1616,,2,11,3,
1617,,2,10,3,-0.460000008
1618,,2,10,4,
1619,,2,11,4,
1620,,2,9,24,-290.25
1621,,2,11,8,
1622,,2,11,8,
1623,,2,10,8,
1624,,2,11,8,
1625,,2,11,24,
1626,,2,11,24,27.0
1627,,2,10,24,
1628,,2,9,8,
1629,,2,1,32,
1630,,2,3,6,
1631,,2,2,2,
1632,,2,3,7,
1633,,2,4,7,
1634,,2,4,7,
1635,,2,2,7,
1636,,2,2,2,
1637,,2,2,7,
1638,,2,3,7,41.0
1639,,2,4,7,
1640,,2,3,7,
1641,,2,1,4,
1642,,2,3,8,
1643,,2,5,8,
1644,,2,3,24,
1645,,2,5,8,
1646,,2,4,24,
1647,,2,3,8,
1648,,2,2,33,
1649,,2,2,34,
1650,,2,17,35,
1651,,2,6,7,
1652,,2,17,7,0.0
1653,,2,23,7,
1654,,2,23,7,
1655,,2,6,2,
1656,,2,6,14,
1657,,2,23,8,
1658,,2,23,8,
1659,,2,23,8,
1660,,2,19,4,
1661,,2,16,2,-27.0
1662,,2,8,4,
1663,,2,16,3,
1664,,2,16,4,41.0
1665,,2,10,6,
1666,,2,11,2,
1667,,2,9,2,
1668,,2,10,3,
1669,,2,11,4,
1670,,2,3,11,
1671,,2,2,2,
1672,,2,2,3,
1673,,2,7,4,
1674,,2,6,12,
1675,,2,15,6,
1676,,2,15,2,
1677,,2,15,3,
1678,,2,8,3,
1679,,2,8,4,
1680,,2,16,13,
1681,,2,8,4,
1682,,2,11,6,
1683,,2,10,6,
1684,,2,11,6,
1685,,2,11,2,
1686,,2,11,2,
1687,,2,10,4,
1688,,2,11,3,
1689,,2,11,19,
1690,,2,11,12,
1691,,2,1,6,
1692,,2,3,2,
1693,,2,3,2,
1694,,2,3,14,
1695,,2,7,3,
1696,,2,17,4,
1697,,2,15,2,
1698,,2,8,2,
1699,,2,8,2,
1700,,2,8,2,
1701,,2,16,2,
1702,,2,8,12,
1703,,2,10,4,
1704,,2,11,3,
1705,,2,11,3,16.0
1706,,2,4,6,20.0
1707,,2,4,28,
1708,,2,3,6,
1709,,2,3,6,
1710,,2,1,6,
1711,,2,3,2,
1712,,2,4,2,
1713,,2,4,4,
1714,,2,3,4,
1715,,2,4,3,
1716,,2,3,3,
1717,,2,6,6,
1718,,2,7,2,
1719,,2,23,4,72.0
1720,,2,8,6,
1721,,2,8,2,
1722,,2,15,2,
1723,,2,15,4,-183.25
1724,,2,16,13,
1725,,2,8,13,
1726,,2,11,2,
1727,,2,11,2,
1728,,2,11,2,
1729,,2,11,2,
1730,,2,10,4,
1731,,2,11,3,
1732,,2,11,13,45.0
1733,,2,3,6,
1734,,2,2,6,
1735,,2,3,2,
1736,,2,4,4,
1737,,2,3,13,
1738,,2,4,4,
1739,,2,17,6,
1740,,2,6,4,
1741,,2,23,14,
1742,,4,22,7,
1743,,4,22,7,
1744,,4,8,24,
1745,,4,16,8,
1746,,4,11,6,
1747,,4,10,7,
1748,,4,10,3,
1749,,4,2,6,
1750,,4,2,7,
1751,,4,2,4,
1752,,4,1,30,
1753,,4,3,24,81.0
1754,,4,4,36,
1755,,4,1,37,
1756,,4,1,34,
1757,,4,23,4,12.0
1758,,4,23,8,
1759,,4,23,8,
1760,,4,17,8,
1761,,4,13,5,
1762,,4,16,6,
1763,,4,8,2,
1764,,4,10,2,
1765,,4,9,2,
1766,,4,10,2,
1767,,4,4,2,
1768,,4,3,4,
1769,,4,8,2,
1770,,4,16,3,
1771,,4,2,2,
1772,,4,4,3,
1773,,4,2,4,
1774,,4,8,6,
1775,,4,22,4,
1776,,4,22,4,
1777,,4,13,2,
1778,,4,11,6,
1779,,4,10,2,
1780,,4,11,4,
1781,,4,17,4,
1782,,3,14,11,-29.25
1783,,3,14,7,
1784,,3,16,6,
1785,,3,15,6,0.0
1786,,3,8,6,
1787,,3,8,2,18.0
1788,,3,8,7,
1789,,3,8,7,
1790,,3,8,22,
1791,,3,15,7,
1792,,3,16,7,
1793,,3,8,22,
1794,,3,15,4,
1795,,3,15,4,
1796,,3,8,13,
1797,,1,2,8,
1798,,1,2,8,
1799,,1,4,8,
1800,,1,3,24,
1801,,1,2,8,36.75
1802,,1,4,8,
1803,,1,4,8,
1804,,1,5,8,
1805,,1,3,8,
1806,,1,2,8,
1807,,1,2,24,
1808,,1,4,24,
1809,,1,3,8,
1810,,1,2,8,
1811,,1,2,24,
1812,,1,1,8,
1813,,1,4,8,
1814,,1,4,8,
1815,,1,2,24,
1816,,1,4,24,
1817,,1,2,8,
1818,,1,1,8,
1819,,1,1,8,
1820,,1,4,8,
1821,,1,1,8,
1822,,1,1,8,
1823,,1,3,24,
1824,,1,3,24,
1825,,1,1,8,
1826,,1,1,8,
1827,,1,1,8,
1828,,1,5,8,
1829,,1,5,29,
1830,,1,3,24,
1831,,1,2,8,
1832,,1,1,8,
1833,,1,1,8,
1834,,1,5,8,
1835,,1,3,8,
1836,,1,3,8,
1837,,1,3,8,
1838,,1,2,24,
1839,,1,1,8,
1840,,1,1,8,
1841,,1,4,8,
1842,,1,4,8,
1843,,1,4,24,
1844,,1,5,8,
1845,,1,1,8,
1846,,1,4,24,-51.0
1847,,1,5,8,
1848,,1,5,8,
1849,,1,3,24,
1850,,1,2,24,
1851,,1,4,8,
1852,,1,2,8,
1853,,1,4,8,
1854,,1,3,8,30.0
1855,,1,2,8,
1856,,1,1,8,-54.0
1857,,1,1,24,
1858,,1,4,24,
1859,,1,4,24,
1860,,1,3,24,
1861,,1,2,8,
1862,,1,2,8,
1863,,1,2,8,
1864,,1,1,24,
1865,,1,4,8,
1866,,1,5,8,24.75
1867,,1,2,36,
1868,,1,2,36,
1869,,1,1,36,
1870,,1,3,34,
1871,,1,1,37,
1872,,1,2,33,0.829999983
1873,,1,2,37,
1874,,1,1,37,
1875,,1,4,37,0.0
1876,,1,3,37,
1877,,1,2,34,
1878,,1,2,37,
1879,,1,3,34,
1880,,1,1,37,
1881,,1,2,37,
1882,,1,2,37,
1883,,1,4,33,
1884,,1,4,37,
1885,,1,2,33,0.379999995
1886,,1,4,37,
1887,,1,4,37,
1888,,1,3,33,0.819999993
1889,,1,2,33,
1890,,1,3,37,
1891,,1,2,37,
1892,,1,1,37,
1893,,1,1,37,
1894,,1,4,37,
1895,,1,4,12,
1896,,1,5,12,
1897,,1,1,6,
1898,,1,2,6,-64.5
1899,,1,1,7,
1900,,1,4,7,
1901,,1,4,22,-205.75
1902,,1,1,7,
1903,,1,1,2,
1904,,1,1,7,
1905,,1,1,7,
1906,,1,1,7,
1907,,1,3,7,
1908,,1,3,16,
1909,,1,1,7,
1910,,1,3,7,
1911,,1,2,7,
1912,,1,4,7,
1913,,1,3,7,
1914,,1,4,17,
1915,,1,3,7,
1916,,1,1,2,
1917,,1,4,2,22.05
1918,,1,4,7,
1919,,1,2,3,
1920,,1,1,4,
1921,,1,4,4,
1922,,1,2,30,
1923,,1,2,30,
1924,,1,1,12,
1925,,1,1,12,
1926,,1,2,30,
1927,,1,4,8,-37.5
1928,,1,4,24,
1929,,1,1,8,
1930,,1,1,8,
1931,,1,4,8,
1932,,1,3,24,
1933,,1,4,24,
1934,,1,3,8,
1935,,1,4,8,
1936,,1,4,8,
1937,,1,2,24,
1938,,1,1,8,
1939,,1,4,8,
1940,,1,3,8,
1941,,1,1,8,
1942,,1,2,33,2.05
1943,,1,2,37,
1944,,1,6,35,
1945,,1,6,6,
1946,,1,17,6,
1947,,1,23,12,
1948,,1,17,6,
1949,,1,15,2,
1950,,1,15,4,
1951,,1,8,4,
1952,,1,15,3,
1953,,1,15,4,
1954,,1,8,4,
1955,,1,16,3,
1956,,1,15,3,
1957,,1,8,3,
1958,,1,8,4,0.0
1959,,1,8,4,
1960,,1,15,12,
1961,,1,8,14,
1962,,1,10,27,
1963,,1,11,27,
1964,,1,9,6,
1965,,1,11,6,
1966,,1,11,6,
1967,,1,11,6,
1968,,1,11,6,
1969,,1,11,6,
1970,,1,11,6,
1971,,1,11,6,
1972,,1,11,6,
1973,,1,11,6,
1974,,1,10,6,
1975,,1,10,6,
1976,,1,11,6,
1977,,1,10,6,
1978,,1,11,28,
1979,,1,11,6,
1980,,1,11,6,
1981,,1,11,6,
1982,,1,11,6,
1983,,1,10,6,
1984,,1,11,12,
1985,,1,9,6,
1986,,1,11,6,
1987,,1,11,6,
1988,,1,9,6,
1989,,1,11,6,
1990,,1,10,6,
1991,,1,11,6,
1992,,1,9,6,
1993,,1,11,12,
1994,,1,10,6,
1995,,1,10,12,
1996,,1,11,6,
1997,,1,11,28,
1998,,1,10,6,
1999,,1,11,2,15.0
2000,,1,11,2,
2001,,1,10,2,
2002,,1,10,2,
2003,,1,11,2,
2004,,1,11,2,
2005,,1,10,2,
2006,,1,10,2,
2007,,1,10,2,
2008,,1,9,2,
2009,,1,11,2,
2010,,1,11,2,
2011,,1,10,2,
2012,,1,10,2,
2013,,1,9,2,
2014,,1,9,2,
2015,,1,11,2,
2016,,1,10,2,0.0
2017,,1,10,2,
2018,,1,10,2,
2019,,1,11,2,
2020,,1,11,2,
2021,,1,11,2,
2022,,1,11,2,
2023,,1,11,2,
2024,,1,11,2,
2025,,1,11,2,
2026,,1,10,2,
2027,,1,9,2,
2028,,1,11,2,
2029,,1,11,2,
2030,,1,10,2,
2031,,1,9,2,
2032,,1,11,2,
2033,,1,11,2,
2034,,1,10,2,
2035,,1,11,2,
2036,,1,11,2,
2037,,1,10,2,
2038,,1,11,2,
2039,,1,10,2,
2040,,1,10,2,
2041,,1,9,2,
2042,,1,11,2,
2043,,1,11,2,
2044,,1,10,2,
2045,,1,11,2,15.05
2046,,1,11,2,
2047,,1,9,4,120.0
2048,,1,11,3,
2049,,1,10,3,
2050,,1,10,4,115.0
2051,,1,10,4,22.0
2052,,1,11,3,
2053,,1,11,3,
2054,,1,11,4,
2055,,1,11,4,
2056,,1,10,4,
2057,,1,11,4,
2058,,1,11,4,85.75
2059,,1,10,4,
2060,,1,10,4,-171.5
2061,,1,10,4,
2062,,1,9,13,
2063,,1,11,3,
2064,,1,11,4,
2065,,1,11,4,
2066,,1,11,4,
2067,,1,10,3,
2068,,1,10,3,
2069,,1,9,3,
2070,,1,11,4,
2071,,1,10,4,
2072,,1,11,4,
2073,,1,11,4,61.75
2074,,1,11,4,
2075,,1,11,4,118.75
2076,,1,10,3,
2077,,1,10,4,
2078,,1,11,3,
2079,,1,11,3,-40.25
2080,,1,11,4,
2081,,1,11,4,
2082,,1,11,4,
2083,,1,11,4,
2084,,1,11,4,
2085,,1,10,4,
2086,,1,11,4,
2087,,1,11,4,
2088,,1,11,4,
2089,,1,10,4,
2090,,1,10,4,
2091,,1,11,3,-60.75
2092,,1,11,3,
2093,,1,11,3,
2094,,1,11,4,77.0
2095,,1,11,4,
2096,,1,11,4,
2097,,1,11,3,
2098,,1,10,4,
2099,,1,11,3,
2100,,1,11,3,
2101,,1,11,4,
2102,,1,10,4,
2103,,1,10,4,
2104,,1,11,4,-155.0
2105,,1,11,3,
2106,,1,10,3,
2107,,1,9,12,
2108,,1,9,12,
2109,,1,10,14,
2110,,1,10,19,
2111,,1,11,14,
2112,,1,11,14,
2113,,1,11,12,
2114,,1,10,26,
2115,,1,11,18,
2116,,1,11,14,
2117,,1,11,12,
2118,,1,10,29,
2119,,1,11,6,
2120,,1,10,6,
2121,,1,11,6,
2122,,1,11,6,
2123,,1,11,2,
2124,,1,9,2,
2125,,1,11,2,
2126,,1,9,2,
2127,,1,9,2,
2128,,1,10,2,
2129,,1,11,2,
2130,,1,10,2,
2131,,1,11,2,
2132,,1,11,4,-93.75
2133,,1,11,4,
2134,,1,10,3,15.0
2135,,1,11,2,
2136,,1,11,3,
2137,,1,11,4,
2138,,1,9,3,
2139,,1,11,6,
2140,,1,11,12,
2141,,1,11,6,
2142,,1,11,6,
2143,,1,9,6,
2144,,1,11,6,
2145,,1,11,6,
2146,,1,9,2,
2147,,1,11,2,
2148,,1,11,2,
2149,,1,11,2,
2150,,1,10,2,
2151,,1,11,2,
2152,,1,11,2,
2153,,1,11,2,
2154,,1,11,2,
2155,,1,11,2,
2156,,1,11,2,
2157,,1,10,4,
2158,,1,11,3,
2159,,1,11,4,
2160,,1,10,3,
2161,,1,11,3,43.0
2162,,1,11,4,
2163,,1,10,4,
2164,,1,11,3,
2165,,1,11,4,
2166,,1,10,4,21.0
2167,,1,9,4,
2168,,1,10,4,
2169,,1,11,3,
2170,,1,9,4,56.0
2171,,1,10,12,
2172,,1,10,20,
2173,,1,9,6,
2174,,1,11,6,
2175,,1,11,6,
2176,,1,11,6,
2177,,1,11,6,
2178,,1,11,6,
2179,,1,11,6,
2180,,1,9,12,
2181,,1,11,2,
2182,,1,11,2,
2183,,1,11,2,
2184,,1,11,2,
2185,,1,10,2,
2186,,1,10,2,
2187,,1,10,2,
2188,,1,10,2,
2189,,1,11,2,
2190,,1,10,2,
2191,,1,9,2,
2192,,1,10,2,
2193,,1,11,2,
2194,,1,11,2,
2195,,1,11,2,
2196,,1,11,2,
2197,,1,11,2,
2198,,1,11,2,
2199,,1,11,3,
2200,,1,11,3,
2201,,1,11,4,
2202,,1,10,3,
2203,,1,11,4,
2204,,1,10,4,
2205,,1,10,3,
2206,,1,11,4,
2207,,1,11,3,
2208,,1,10,4,
2209,,1,9,4,63.0
2210,,1,10,4,-459.0
2211,,1,9,4,
2212,,1,11,4,
2213,,1,10,4,
2214,,1,11,3,
2215,,1,11,4,
2216,,1,10,4,
2217,,1,11,4,
2218,,1,11,4,
2219,,1,10,3,
2220,,1,10,3,
2221,,1,11,13,
2222,,1,11,4,
2223,,1,11,4,
2224,,1,11,4,16.0
2225,,1,11,4,
2226,,1,11,4,
2227,,1,10,3,
2228,,1,11,4,48.75
2229,,1,11,14,
2230,,1,11,14,
2231,,1,11,6,
2232,,1,9,2,
2233,,1,11,2,
2234,,1,10,2,
2235,,1,11,4,63.0
2236,,1,10,4,-210.0
2237,,1,10,12,
2238,,1,3,35,
2239,,1,4,6,
2240,,1,5,2,
2241,,1,4,2,
2242,,1,3,3,
2243,,1,4,4,
2244,,1,4,4,69.0
2245,,1,2,20,
2246,,1,4,6,
2247,,1,4,6,
2248,,1,2,6,
2249,,1,4,2,
2250,,1,3,2,
2251,,1,3,2,
2252,,1,4,2,
2253,,1,4,2,
2254,,1,3,2,
2255,,1,1,2,
2256,,1,4,2,-2.75
2257,,1,2,2,
2258,,1,5,2,22.05
2259,,1,1,13,
2260,,1,4,3,
2261,,1,2,3,
2262,,1,2,4,0.0
2263,,1,3,3,
2264,,1,2,4,
2265,,1,5,4,
2266,,1,3,4,
2267,,1,1,13,
2268,,1,1,13,
2269,,1,1,4,
2270,,1,5,4,
2271,,1,5,4,
2272,,1,2,4,
2273,,1,4,14,
2274,,1,5,14,
2275,,1,5,19,
2276,,1,2,19,
2277,,1,3,6,
2278,,1,4,6,
2279,,1,2,6,
2280,,1,2,6,
2281,,1,1,5,
2282,,1,5,6,
2283,,1,4,6,
2284,,1,3,12,
2285,,1,4,6,
2286,,1,3,2,
2287,,1,5,2,
2288,,1,5,2,
2289,,1,5,2,
2290,,1,1,2,
2291,,1,1,2,
2292,,1,3,2,
2293,,1,4,2,
2294,,1,1,2,
2295,,1,2,4,
2296,,1,1,3,
2297,,1,3,4,-133.0
2298,,1,3,4,
2299,,1,2,3,
2300,,1,5,4,
2301,,1,1,4,
2302,,1,1,3,54.0
2303,,1,8,4,-24.0
2304,,1,15,19,
2305,,1,8,19,
2306,,1,22,19,
2307,,1,8,6,77.75
2308,,1,16,6,
2309,,1,8,2,
2310,,1,8,2,
2311,,1,8,2,
2312,,1,16,2,
2313,,1,8,2,
2314,,1,8,2,
2315,,1,16,2,-4.75
2316,,1,8,2,
2317,,1,22,4,
2318,,1,8,4,
2319,,1,8,4,
2320,,1,8,4,42.0
2321,,1,22,2,
2322,,1,8,2,
2323,,1,8,3,
2324,,1,8,4,
2325,,1,22,4,
2326,,1,8,4,
2327,,1,8,12,
2328,,1,11,6,
2329,,1,10,3,
2330,,1,9,18,20.25
2331,,1,11,6,
2332,,1,10,6,
2333,,1,11,6,-12.25
2334,,1,9,6,
2335,,1,11,6,
2336,,1,10,2,
2337,,1,11,2,
2338,,1,11,2,
2339,,1,11,2,
2340,,1,10,2,
2341,,1,10,2,
2342,,1,10,2,
2343,,1,11,2,
2344,,1,11,2,
2345,,1,9,2,
2346,,1,9,2,
2347,,1,10,2,
2348,,1,11,3,
2349,,1,11,4,
2350,,1,10,4,
2351,,1,11,13,
2352,,1,9,4,
2353,,1,11,3,
2354,,1,11,4,
2355,,1,11,4,
2356,,1,10,4,
2357,,1,10,3,-74.75
2358,,1,11,19,
2359,,1,9,18,
2360,,1,11,19,
2361,,1,10,14,
2362,,1,10,11,
2363,,1,9,6,
2364,,1,11,6,
2365,,1,9,6,
2366,,1,11,6,
2367,,1,9,28,
2368,,1,10,6,
2369,,1,11,6,
2370,,1,10,6,
2371,,1,10,6,
2372,,1,11,6,
2373,,1,11,6,
2374,,1,10,2,
2375,,1,9,2,
2376,,1,11,2,
2377,,1,11,2,
2378,,1,11,2,
2379,,1,11,2,
2380,,1,11,2,
2381,,1,11,2,
2382,,1,11,2,
2383,,1,11,2,18.0
2384,,1,11,4,
2385,,1,10,4,
2386,,1,11,4,
2387,,1,11,4,
2388,,1,9,4,
2389,,1,11,3,
2390,,1,9,4,
2391,,1,11,4,
2392,,1,10,3,
2393,,1,11,4,
2394,,1,11,4,
2395,,1,10,4,
2396,,1,10,3,
2397,,1,9,3,
2398,,1,11,4,
2399,,1,9,14,
2400,,1,10,12,
2401,,1,10,2,
2402,,1,10,2,
2403,,1,10,2,
2404,,1,11,4,
2405,,1,4,6,
2406,,1,4,3,
2407,,1,4,6,
2408,,1,2,6,
2409,,1,2,6,
2410,,1,3,5,
2411,,1,3,6,
2412,,1,2,6,
2413,,1,5,2,
2414,,1,4,2,
2415,,1,4,2,
2416,,1,3,2,
2417,,1,1,2,
2418,,1,5,2,
2419,,1,5,2,
2420,,1,2,2,22.0
2421,,1,3,3,
2422,,1,2,3,
2423,,1,4,4,
2424,,1,2,3,
2425,,1,3,4,
2426,,1,5,3,
2427,,1,2,4,
2428,,1,2,3,
2429,,1,4,13,
2430,,1,5,4,
2431,,1,3,3,
2432,,1,1,3,
2433,,1,5,3,
2434,,1,5,4,
2435,,1,5,13,
2436,,1,2,4,
2437,,1,4,12,
2438,,1,5,12,
2439,,1,1,6,
2440,,1,5,12,
2441,,1,2,6,-113.0
2442,,1,3,6,
2443,,1,5,6,
2444,,1,1,2,
2445,,1,5,2,
2446,,1,1,2,
2447,,1,1,2,
2448,,1,1,2,
2449,,1,2,2,
2450,,1,3,2,
2451,,1,4,2,
2452,,1,2,2,
2453,,1,1,4,
2454,,1,2,3,
2455,,1,1,4,
2456,,1,4,3,
2457,,1,3,3,8.05
2458,,1,3,4,
2459,,1,3,4,
2460,,1,1,4,
2461,,1,4,4,
2462,,1,5,4,
2463,,1,3,4,
2464,,1,2,3,
2465,,1,3,4,
2466,,1,4,4,
2467,,1,1,18,
2468,,1,17,2,
2469,,1,23,2,
2470,,1,17,2,
2471,,1,6,2,
2472,,1,7,6,
2473,,1,18,5,48.0
2474,,1,6,6,
2475,,1,6,6,
2476,,1,6,28,
2477,,1,23,2,
2478,,1,6,2,
2479,,1,6,2,
2480,,1,6,2,
2481,,1,23,2,
2482,,1,6,2,
2483,,1,23,3,
2484,,1,23,4,
2485,,1,6,4,
2486,,1,7,4,
2487,,1,6,3,
2488,,1,17,4,
2489,,1,22,31,
2490,,1,19,31,
2491,,4,5,31,30.0
2492,,1,19,31,
2493,,3,5,31,
2494,,1,6,31,30.75
2495,,1,23,31,
2496,,1,6,31,
2497,,1,7,31,
2498,,1,23,31,
2499,,2,17,31,1.05
2500,,3,17,31,
2501,,3,17,31,
2502,,1,7,31,
2503,,1,7,31,
2504,,1,23,31,
2505,,1,23,31,
2506,,4,23,31,-36.0
2507,,1,7,31,
2508,,1,17,31,
2509,,1,6,31,54.0
2510,,2,23,31,
2511,,4,6,31,
2512,,1,23,31,
2513,,2,17,31,0.209999993
2514,,1,6,31,
2515,,3,6,31,
2516,,3,7,31,
2517,,3,7,31,
2518,,1,7,31,
2519,,1,6,31,
2520,,1,7,31,
2521,,1,6,31,
2522,,1,6,31,
2523,,2,7,31,35.0
2524,,1,2,31,-18.75
2525,,3,1,31,
2526,,3,2,31,
2527,,1,2,31,
2528,,3,1,31,
2529,,1,1,31,
2530,,1,3,31,
2531,,1,1,31,
2532,,1,2,31,
2533,,1,2,31,5.0
2534,,2,2,31,
2535,,1,4,31,
2536,,1,1,31,-162.0
2537,,1,1,31,-0.529999971
2538,,3,2,31,
2539,,2,2,31,
2540,,1,4,31,
2541,,1,2,31,-37.5
2542,,1,1,31,
2543,,1,4,31,
2544,,2,3,31,
2545,,3,1,31,
2546,,3,4,31,
2547,,1,4,31,
2548,,2,8,31,43.75
2549,,1,16,31,
2550,,3,8,31,
2551,,1,8,31,
2552,,1,15,31,
2553,,1,8,31,0.910000026
2554,,1,15,31,36.0
2555,,3,8,31,
2556,,3,8,31,
2557,,1,16,31,
2558,,1,16,31,0.620000005
2559,,1,15,31,-59.5
2560,,2,8,31,30.75
2561,,1,8,31,
2562,,1,16,31,
2563,,4,8,31,
2564,,1,8,31,23.05
