date_id,date_time,full_date,day,month,year
1099,2017-08-22 07:24:00,2017-08-22,22,8,2017
1100,2015-07-23 23:21:00,2015-07-23,23,7,2015
1101,2017-06-21 18:00:00,2017-06-21,21,6,2017
1102,2015-03-13 00:04:00,2015-03-13,13,3,2015
1103,2015-04-15 03:42:00,2015-04-15,15,4,2015
1104,2015-04-20 13:41:00,2015-04-20,20,4,2015
1105,2015-01-20 02:57:00,2015-01-20,20,1,2015
1106,2015-02-16 11:50:00,2015-02-16,16,2,2015
1107,2017-04-17 15:49:00,2017-04-17,17,4,2017
1108,2017-05-27 03:09:00,2017-05-27,27,5,2017
1109,2017-04-23 22:07:00,2017-04-23,23,4,2017
1110,2017-03-29 08:18:00,2017-03-29,29,3,2017
1111,2017-03-22 10:57:00,2017-03-22,22,3,2017
1112,2017-05-14 15:15:00,2017-05-14,14,5,2017
1113,2015-04-26 15:25:00,2015-04-26,26,4,2015
1114,2017-01-22 23:07:00,2017-01-22,22,1,2017
1115,2015-04-25 22:15:00,2015-04-25,25,4,2015
1116,2015-04-18 01:25:00,2015-04-18,18,4,2015
1117,2017-04-20 22:17:00,2017-04-20,20,4,2017
1118,2015-03-22 12:09:00,2015-03-22,22,3,2015
1119,2017-05-15 01:04:00,2017-05-15,15,5,2017
1120,2017-05-27 21:43:00,2017-05-27,27,5,2017
1121,2015-03-15 06:01:00,2015-03-15,15,3,2015
1122,2017-05-17 02:06:00,2017-05-17,17,5,2017
1123,2017-04-16 11:47:00,2017-04-16,16,4,2017
1124,2017-05-15 21:02:00,2017-05-15,15,5,2017
1125,2017-02-23 03:06:00,2017-02-23,23,2,2017
1126,2015-03-20 07:14:00,2015-03-20,20,3,2015
1127,2017-06-16 23:05:00,2017-06-16,16,6,2017
1128,2017-02-19 04:51:00,2017-02-19,19,2,2017
1129,2015-03-21 09:10:00,2015-03-21,21,3,2015
1130,2017-03-19 05:52:00,2017-03-19,19,3,2017
1131,2017-06-15 00:29:00,2017-06-15,15,6,2017
1132,2017-03-19 21:38:00,2017-03-19,19,3,2017
1133,2017-03-22 17:36:00,2017-03-22,22,3,2017
1134,2015-05-15 00:30:00,2015-05-15,15,5,2015
1135,2015-05-24 02:25:00,2015-05-24,24,5,2015
1136,2015-05-22 00:19:00,2015-05-22,22,5,2015
1137,2015-04-14 22:06:00,2015-04-14,14,4,2015
1138,2015-02-21 23:34:00,2015-02-21,21,2,2015
1139,2015-01-20 18:43:00,2015-01-20,20,1,2015
1140,2017-01-28 03:08:00,2017-01-28,28,1,2017
1141,2017-04-15 00:24:00,2017-04-15,15,4,2017
1142,2017-02-21 08:42:00,2017-02-21,21,2,2017
1143,2017-02-24 09:14:00,2017-02-24,24,2,2017
1144,2015-03-27 11:37:00,2015-03-27,27,3,2015
1145,2017-02-20 07:29:00,2017-02-20,20,2,2017
1146,2015-04-16 10:53:00,2015-04-16,16,4,2015
1147,2015-04-25 11:03:00,2015-04-25,25,4,2015
1148,2017-02-19 13:37:00,2017-02-19,19,2,2017
1149,2017-04-24 19:08:00,2017-04-24,24,4,2017
1150,2017-03-17 15:20:00,2017-03-17,17,3,2017
1151,2015-04-23 05:47:00,2015-04-23,23,4,2015
1152,2017-03-16 05:42:00,2017-03-16,16,3,2017
1153,2017-01-21 07:10:00,2017-01-21,21,1,2017
1154,2015-04-15 19:28:00,2015-04-15,15,4,2015
1155,2015-01-23 18:32:00,2015-01-23,23,1,2015
1156,2015-03-27 11:58:00,2015-03-27,27,3,2015
1157,2017-02-20 23:36:00,2017-02-20,20,2,2017
1158,2017-02-20 02:35:00,2017-02-20,20,2,2017
1159,2015-05-16 17:09:00,2015-05-16,16,5,2015
1160,2017-03-16 17:16:00,2017-03-16,16,3,2017
1161,2017-03-18 05:21:00,2017-03-18,18,3,2017
1162,2017-03-13 02:22:00,2017-03-13,13,3,2017
1163,2016-10-24 11:41:00,2016-10-24,24,10,2016
1164,2017-12-23 20:43:00,2017-12-23,23,12,2017
1165,2017-11-19 22:10:00,2017-11-19,19,11,2017
1166,2017-11-20 07:38:00,2017-11-20,20,11,2017
1167,2015-12-27 19:06:00,2015-12-27,27,12,2015
1168,2016-01-23 15:02:00,2016-01-23,23,1,2016
1169,2016-02-14 12:54:00,2016-02-14,14,2,2016
1170,2016-03-25 19:52:00,2016-03-25,25,3,2016
1171,2015-10-28 03:26:00,2015-10-28,28,10,2015
1172,2015-11-22 15:50:00,2015-11-22,22,11,2015
1173,2016-01-15 08:24:00,2016-01-15,15,1,2016
1174,2015-12-15 17:22:00,2015-12-15,15,12,2015
1175,2016-01-17 10:09:00,2016-01-17,17,1,2016
1176,2015-12-16 15:06:00,2015-12-16,16,12,2015
1177,2016-01-13 00:41:00,2016-01-13,13,1,2016
1178,2016-03-15 02:00:00,2016-03-15,15,3,2016
1179,2015-11-19 14:15:00,2015-11-19,19,11,2015
1180,2015-12-26 00:43:00,2015-12-26,26,12,2015
1181,2015-12-23 21:34:00,2015-12-23,23,12,2015
1182,2016-03-19 06:54:00,2016-03-19,19,3,2016
1183,2015-11-15 21:58:00,2015-11-15,15,11,2015
1184,2016-01-14 05:04:00,2016-01-14,14,1,2016
1185,2015-03-15 15:50:00,2015-03-15,15,3,2015
1186,2015-05-27 10:18:00,2015-05-27,27,5,2015
1187,2015-04-13 05:48:00,2015-04-13,13,4,2015
1188,2015-05-27 05:03:00,2015-05-27,27,5,2015
1189,2017-04-17 17:55:00,2017-04-17,17,4,2017
1190,2017-04-22 12:08:00,2017-04-22,22,4,2017
1191,2015-01-17 12:14:00,2015-01-17,17,1,2015
1192,2017-05-20 16:18:00,2017-05-20,20,5,2017
1193,2017-01-22 12:57:00,2017-01-22,22,1,2017
1194,2017-01-21 16:17:00,2017-01-21,21,1,2017
1195,2017-06-17 11:42:00,2017-06-17,17,6,2017
1196,2015-01-19 19:56:00,2015-01-19,19,1,2015
1197,2017-05-22 00:52:00,2017-05-22,22,5,2017
1198,2015-05-20 10:50:00,2015-05-20,20,5,2015
1199,2017-05-19 10:31:00,2017-05-19,19,5,2017
1200,2017-04-22 07:34:00,2017-04-22,22,4,2017
1201,2015-01-17 23:48:00,2015-01-17,17,1,2015
1202,2015-05-14 09:47:00,2015-05-14,14,5,2015
1203,2017-03-22 19:21:00,2017-03-22,22,3,2017
1204,2017-02-22 09:14:00,2017-02-22,22,2,2017
1205,2017-01-23 09:58:00,2017-01-23,23,1,2017
1206,2015-04-17 13:51:00,2015-04-17,17,4,2015
1207,2017-01-27 12:04:00,2017-01-27,27,1,2017
1208,2015-01-20 12:03:00,2015-01-20,20,1,2015
1209,2015-01-23 04:31:00,2015-01-23,23,1,2015
1210,2015-01-20 08:33:00,2015-01-20,20,1,2015
1211,2015-02-15 02:12:00,2015-02-15,15,2,2015
1212,2015-02-20 05:11:00,2015-02-20,20,2,2015
1213,2017-03-23 13:55:00,2017-03-23,23,3,2017
1214,2015-01-25 13:37:00,2015-01-25,25,1,2015
1215,2015-03-13 15:50:00,2015-03-13,13,3,2015
1216,2017-03-24 10:56:00,2017-03-24,24,3,2017
1217,2017-02-25 14:18:00,2017-02-25,25,2,2017
1218,2015-02-13 22:32:00,2015-02-13,13,2,2015
1219,2015-03-24 04:47:00,2015-03-24,24,3,2015
1220,2015-01-23 04:52:00,2015-01-23,23,1,2015
1221,2015-04-16 15:26:00,2015-04-16,16,4,2015
1222,2015-01-18 18:01:00,2015-01-18,18,1,2015
1223,2017-06-16 13:17:00,2017-06-16,16,6,2017
1224,2017-01-24 15:24:00,2017-01-24,24,1,2017
1225,2015-05-26 03:28:00,2015-05-26,26,5,2015
1226,2017-02-13 13:58:00,2017-02-13,13,2,2017
1227,2015-01-14 15:34:00,2015-01-14,14,1,2015
1228,2015-04-23 18:03:00,2015-04-23,23,4,2015
1229,2015-04-18 11:56:00,2015-04-18,18,4,2015
1230,2015-02-17 03:57:00,2015-02-17,17,2,2015
1231,2015-03-24 19:51:00,2015-03-24,24,3,2015
1232,2015-02-15 03:36:00,2015-02-15,15,2,2015
1233,2017-05-18 05:05:00,2017-05-18,18,5,2017
1234,2017-02-19 23:25:00,2017-02-19,19,2,2017
1235,2017-02-15 22:44:00,2017-02-15,15,2,2017
1236,2015-02-21 12:42:00,2015-02-21,21,2,2015
1237,2015-04-20 04:55:00,2015-04-20,20,4,2015
1238,2017-02-19 22:43:00,2017-02-19,19,2,2017
1239,2015-02-15 21:29:00,2015-02-15,15,2,2015
1240,2017-02-17 04:52:00,2017-02-17,17,2,2017
1241,2017-01-18 20:40:00,2017-01-18,18,1,2017
1242,2017-04-23 18:36:00,2017-04-23,23,4,2017
1243,2017-01-22 22:04:00,2017-01-22,22,1,2017
1244,2017-06-14 11:11:00,2017-06-14,14,6,2017
1245,2017-01-24 11:54:00,2017-01-24,24,1,2017
1246,2017-01-20 15:46:00,2017-01-20,20,1,2017
1247,2015-03-17 16:32:00,2015-03-17,17,3,2015
1248,2017-12-24 00:55:00,2017-12-24,24,12,2017
1249,2017-12-24 12:50:00,2017-12-24,24,12,2017
1250,2017-11-19 03:36:00,2017-11-19,19,11,2017
1251,2017-11-19 18:19:00,2017-11-19,19,11,2017
1252,2016-01-24 05:24:00,2016-01-24,24,1,2016
1253,2016-11-18 23:23:00,2016-11-18,18,11,2016
1254,2016-01-23 11:53:00,2016-01-23,23,1,2016
1255,2016-10-22 07:50:00,2016-10-22,22,10,2016
1256,2016-03-15 00:15:00,2016-03-15,15,3,2016
1257,2016-03-15 23:23:00,2016-03-15,15,3,2016
1258,2017-11-23 20:04:00,2017-11-23,23,11,2017
1259,2015-11-17 02:42:00,2015-11-17,17,11,2015
1260,2017-12-27 15:06:00,2017-12-27,27,12,2017
1261,2017-12-15 18:38:00,2017-12-15,15,12,2017
1262,2015-12-24 10:53:00,2015-12-24,24,12,2015
1263,2016-01-19 20:18:00,2016-01-19,19,1,2016
1264,2017-12-18 02:20:00,2017-12-18,18,12,2017
1265,2015-12-17 11:25:00,2015-12-17,17,12,2015
1266,2016-11-13 15:09:00,2016-11-13,13,11,2016
1267,2016-11-20 09:22:00,2016-11-20,20,11,2016
1268,2017-12-18 01:38:00,2017-12-18,18,12,2017
1269,2015-11-24 08:07:00,2015-11-24,24,11,2015
1270,2015-12-17 07:55:00,2015-12-17,17,12,2015
1271,2016-01-24 12:25:00,2016-01-24,24,1,2016
1272,2015-12-17 07:34:00,2015-12-17,17,12,2015
1273,2015-12-21 10:42:00,2015-12-21,21,12,2015
1274,2017-11-24 06:34:00,2017-11-24,24,11,2017
1275,2016-10-15 04:52:00,2016-10-15,15,10,2016
1276,2016-03-27 00:14:00,2016-03-27,27,3,2016
1277,2015-11-26 15:07:00,2015-11-26,26,11,2015
1278,2017-12-13 01:07:00,2017-12-13,13,12,2017
1279,2016-01-16 08:13:00,2016-01-16,16,1,2016
1280,2017-12-14 14:15:00,2017-12-14,14,12,2017
1281,2017-12-13 00:25:00,2017-12-13,13,12,2017
1282,2016-02-25 05:01:00,2016-02-25,25,2,2016
1283,2017-12-18 12:08:00,2017-12-18,18,12,2017
1284,2017-12-14 07:15:00,2017-12-14,14,12,2017
1285,2018-01-29 14:32:00,2018-01-29,29,1,2018
1286,2017-12-21 10:34:00,2017-12-21,21,12,2017
1287,2016-09-18 01:34:00,2016-09-18,18,9,2016
1288,2015-12-25 07:12:00,2015-12-25,25,12,2015
1289,2015-12-18 14:44:00,2015-12-18,18,12,2015
1290,2017-12-21 09:52:00,2017-12-21,21,12,2017
1291,2017-12-29 00:02:00,2017-12-29,29,12,2017
1292,2017-12-26 21:35:00,2017-12-26,26,12,2017
1293,2015-12-23 13:09:00,2015-12-23,23,12,2015
1294,2016-10-15 11:52:00,2016-10-15,15,10,2016
1295,2017-11-23 21:07:00,2017-11-23,23,11,2017
1296,2016-02-20 04:29:00,2016-02-20,20,2,2016
1297,2017-11-24 03:25:00,2017-11-24,24,11,2017
1298,2016-03-27 16:21:00,2016-03-27,27,3,2016
1299,2016-02-20 16:24:00,2016-02-20,20,2,2016
1300,2016-01-21 17:51:00,2016-01-21,21,1,2016
1301,2015-10-25 00:27:00,2015-10-25,25,10,2015
1302,2015-11-27 15:39:00,2015-11-27,27,11,2015
1303,2015-12-21 22:37:00,2015-12-21,21,12,2015
1304,2015-12-13 04:25:00,2015-12-13,13,12,2015
1305,2016-03-26 03:34:00,2016-03-26,26,3,2016
1306,2017-09-15 02:28:00,2017-09-15,15,9,2017
1307,2015-07-14 10:35:00,2015-07-14,14,7,2015
1308,2015-08-19 13:20:00,2015-08-19,19,8,2015
1309,2017-07-28 03:03:00,2017-07-28,28,7,2017
1310,2017-06-27 02:56:00,2017-06-27,27,6,2017
1311,2015-10-15 09:13:00,2015-10-15,15,10,2015
1312,2015-08-21 16:08:00,2015-08-21,21,8,2015
1313,2015-05-18 19:57:00,2015-05-18,18,5,2015
1314,2015-04-22 15:47:00,2015-04-22,22,4,2015
1315,2017-06-13 19:25:00,2017-06-13,13,6,2017
1316,2015-04-26 19:38:00,2015-04-26,26,4,2015
1317,2017-01-18 22:25:00,2017-01-18,18,1,2017
1318,2017-03-27 15:40:00,2017-03-27,27,3,2017
1319,2017-05-20 18:45:00,2017-05-20,20,5,2017
1320,2017-03-17 00:16:00,2017-03-17,17,3,2017
1321,2017-06-15 12:03:00,2017-06-15,15,6,2017
1322,2017-03-15 05:31:00,2017-03-15,15,3,2017
1323,2017-05-17 17:52:00,2017-05-17,17,5,2017
1324,2017-04-17 20:43:00,2017-04-17,17,4,2017
1325,2017-05-20 22:36:00,2017-05-20,20,5,2017
1326,2015-04-17 05:06:00,2015-04-17,17,4,2015
1327,2017-03-17 12:32:00,2017-03-17,17,3,2017
1328,2015-01-15 04:11:00,2015-01-15,15,1,2015
1329,2015-02-20 01:40:00,2015-02-20,20,2,2015
1330,2017-02-22 11:41:00,2017-02-22,22,2,2017
1331,2017-11-20 07:17:00,2017-11-20,20,11,2017
1332,2015-11-13 04:48:00,2015-11-13,13,11,2015
1333,2016-03-19 21:16:00,2016-03-19,19,3,2016
1334,2016-01-23 09:05:00,2016-01-23,23,1,2016
1335,2016-02-15 20:47:00,2016-02-15,15,2,2016
1336,2016-03-29 07:14:00,2016-03-29,29,3,2016
1337,2015-11-22 09:31:00,2015-11-22,22,11,2015
1338,2015-12-15 04:25:00,2015-12-15,15,12,2015
1339,2015-12-28 18:35:00,2015-12-28,28,12,2015
1340,2016-01-14 21:11:00,2016-01-14,14,1,2016
1341,2016-02-22 07:38:00,2016-02-22,22,2,2016
1342,2016-01-24 02:36:00,2016-01-24,24,1,2016
1343,2016-09-27 18:54:00,2016-09-27,27,9,2016
1344,2015-11-15 15:40:00,2015-11-15,15,11,2015
1345,2015-12-16 21:03:00,2015-12-16,16,12,2015
1346,2016-01-26 22:13:00,2016-01-26,26,1,2016
1347,2017-12-20 05:50:00,2017-12-20,20,12,2017
1348,2017-11-26 02:43:00,2017-11-26,26,11,2017
1349,2016-04-14 08:37:00,2016-04-14,14,4,2016
1350,2016-08-20 12:39:00,2016-08-20,20,8,2016
1351,2016-05-24 16:37:00,2016-05-24,24,5,2016
1352,2016-05-28 11:43:00,2016-05-28,28,5,2016
1353,2016-07-28 21:16:00,2016-07-28,28,7,2016
1354,2016-10-23 12:54:00,2016-10-23,23,10,2016
1355,2015-10-17 21:50:00,2015-10-17,17,10,2015
1356,2015-01-26 04:20:00,2015-01-26,26,1,2015
1357,2016-04-26 05:27:00,2016-04-26,26,4,2016
1358,2017-06-28 02:45:00,2017-06-28,28,6,2017
1359,2017-05-13 10:52:00,2017-05-13,13,5,2017
1360,2015-11-19 16:42:00,2015-11-19,19,11,2015
1361,2016-06-26 14:39:00,2016-06-26,26,6,2016
1362,2015-08-13 01:47:00,2015-08-13,13,8,2015
1363,2017-02-25 18:31:00,2017-02-25,25,2,2017
1364,2016-02-19 15:53:00,2016-02-19,19,2,2016
1365,2016-02-24 18:30:00,2016-02-24,24,2,2016
1366,2016-05-19 09:48:00,2016-05-19,19,5,2016
1367,2017-02-16 06:26:00,2017-02-16,16,2,2017
1368,2017-04-19 04:57:00,2017-04-19,19,4,2017
1369,2017-05-25 05:36:00,2017-05-25,25,5,2017
1370,2016-10-23 15:21:00,2016-10-23,23,10,2016
1371,2015-06-22 01:09:00,2015-06-22,22,6,2015
1372,2017-07-23 23:13:00,2017-07-23,23,7,2017
1373,2017-03-27 04:06:00,2017-03-27,27,3,2017
1374,2017-05-28 03:40:00,2017-05-28,28,5,2017
1375,2017-02-23 15:43:00,2017-02-23,23,2,2017
1376,2016-01-13 02:27:00,2016-01-13,13,1,2016
1377,2017-11-13 19:01:00,2017-11-13,13,11,2017
1378,2015-12-13 12:49:00,2015-12-13,13,12,2015
1379,2017-12-16 20:33:00,2017-12-16,16,12,2017
1380,2018-01-25 18:03:00,2018-01-25,25,1,2018
1381,2017-11-26 17:26:00,2017-11-26,26,11,2017
1382,2016-04-28 12:27:00,2016-04-28,28,4,2016
1383,2016-08-22 01:47:00,2016-08-22,22,8,2016
1384,2016-10-29 15:42:00,2016-10-29,29,10,2016
1385,2015-08-21 14:23:00,2015-08-21,21,8,2015
1386,2017-03-17 17:05:00,2017-03-17,17,3,2017
1387,2016-02-19 02:13:00,2016-02-19,19,2,2016
1388,2017-04-21 00:02:00,2017-04-21,21,4,2017
1389,2016-10-16 18:00:00,2016-10-16,16,10,2016
1390,2016-09-16 14:32:00,2016-09-16,16,9,2016
1391,2017-09-26 12:05:00,2017-09-26,26,9,2017
1392,2015-06-25 15:41:00,2015-06-25,25,6,2015
1393,2015-10-19 07:07:00,2015-10-19,19,10,2015
1394,2017-08-17 14:56:00,2017-08-17,17,8,2017
1395,2015-08-26 07:33:00,2015-08-26,26,8,2015
1396,2017-10-19 19:14:00,2017-10-19,19,10,2017
1397,2015-09-17 03:40:00,2015-09-17,17,9,2015
1398,2017-08-17 12:29:00,2017-08-17,17,8,2017
1399,2017-10-22 08:12:00,2017-10-22,22,10,2017
1400,2015-09-24 23:06:00,2015-09-24,24,9,2015
1401,2016-03-18 14:05:00,2016-03-18,18,3,2016
1402,2015-11-25 09:00:00,2015-11-25,25,11,2015
1403,2016-01-21 23:27:00,2016-01-21,21,1,2016
1404,2016-12-18 00:13:00,2016-12-18,18,12,2016
1405,2016-03-18 09:32:00,2016-03-18,18,3,2016
1406,2015-12-13 03:01:00,2015-12-13,13,12,2015
1407,2016-02-23 03:58:00,2016-02-23,23,2,2016
1408,2015-11-25 06:11:00,2015-11-25,25,11,2015
1409,2016-01-17 12:57:00,2016-01-17,17,1,2016
1410,2015-11-17 01:18:00,2015-11-17,17,11,2015
1411,2016-02-18 11:51:00,2016-02-18,18,2,2016
1412,2015-10-25 11:40:00,2015-10-25,25,10,2015
1413,2015-12-16 03:53:00,2015-12-16,16,12,2015
1414,2016-01-16 10:40:00,2016-01-16,16,1,2016
1415,2016-12-17 03:12:00,2016-12-17,17,12,2016
1416,2016-10-13 09:25:00,2016-10-13,13,10,2016
1417,2015-11-20 20:44:00,2015-11-20,20,11,2015
1418,2015-11-20 19:41:00,2015-11-20,20,11,2015
1419,2015-11-13 09:43:00,2015-11-13,13,11,2015
1420,2016-01-27 23:27:00,2016-01-27,27,1,2016
1421,2016-11-21 06:02:00,2016-11-21,21,11,2016
1422,2015-12-22 02:49:00,2015-12-22,22,12,2015
1423,2017-01-17 16:17:00,2017-01-17,17,1,2017
1424,2015-12-20 07:44:00,2015-12-20,20,12,2015
1425,2015-10-24 16:45:00,2015-10-24,24,10,2015
1426,2015-12-19 04:03:00,2015-12-19,19,12,2015
1427,2016-02-25 12:22:00,2016-02-25,25,2,2016
1428,2015-10-27 02:54:00,2015-10-27,27,10,2015
1429,2015-12-25 02:39:00,2015-12-25,25,12,2015
1430,2015-11-18 14:47:00,2015-11-18,18,11,2015
1431,2015-12-15 16:40:00,2015-12-15,15,12,2015
1432,2015-11-23 00:56:00,2015-11-23,23,11,2015
1433,2016-01-22 02:36:00,2016-01-22,22,1,2016
1434,2015-12-18 16:09:00,2015-12-18,18,12,2015
1435,2016-02-27 02:12:00,2016-02-27,27,2,2016
1436,2017-12-16 12:51:00,2017-12-16,16,12,2017
1437,2017-12-16 12:09:00,2017-12-16,16,12,2017
1438,2017-12-17 05:40:00,2017-12-17,17,12,2017
1439,2017-11-26 19:32:00,2017-11-26,26,11,2017
1440,2018-01-21 07:32:00,2018-01-21,21,1,2018
1441,2017-12-20 01:59:00,2017-12-20,20,12,2017
1442,2018-01-19 23:39:00,2018-01-19,19,1,2018
1443,2018-01-21 07:11:00,2018-01-21,21,1,2018
1444,2018-01-21 06:50:00,2018-01-21,21,1,2018
1445,2018-01-23 08:56:00,2018-01-23,23,1,2018
1446,2017-11-25 04:17:00,2017-11-25,25,11,2017
1447,2018-01-21 00:11:00,2018-01-21,21,1,2018
1448,2017-11-25 16:12:00,2017-11-25,25,11,2017
1449,2018-01-25 17:00:00,2018-01-25,25,1,2018
1450,2018-01-24 09:07:00,2018-01-24,24,1,2018
1451,2018-01-20 03:52:00,2018-01-20,20,1,2018
1452,2017-12-19 23:53:00,2017-12-19,19,12,2017
1453,2018-01-23 07:32:00,2018-01-23,23,1,2018
1454,2017-12-19 09:52:00,2017-12-19,19,12,2017
1455,2018-01-18 05:58:00,2018-01-18,18,1,2018
1456,2018-01-21 03:20:00,2018-01-21,21,1,2018
1457,2017-12-19 21:46:00,2017-12-19,19,12,2017
1458,2017-12-19 02:51:00,2017-12-19,19,12,2017
1459,2018-01-22 22:47:00,2018-01-22,22,1,2018
1460,2018-01-25 01:14:00,2018-01-25,25,1,2018
1461,2018-01-18 04:55:00,2018-01-18,18,1,2018
1462,2018-01-21 20:51:00,2018-01-21,21,1,2018
1463,2018-01-25 00:32:00,2018-01-25,25,1,2018
1464,2016-01-28 13:06:00,2016-01-28,28,1,2016
1465,2016-09-24 20:29:00,2016-09-24,24,9,2016
1466,2015-11-15 23:43:00,2015-11-15,15,11,2015
1467,2015-12-28 05:37:00,2015-12-28,28,12,2015
1468,2016-01-13 22:46:00,2016-01-13,13,1,2016
1469,2016-01-25 17:50:00,2016-01-25,25,1,2016
1470,2017-12-22 10:02:00,2017-12-22,22,12,2017
1471,2016-11-22 11:49:00,2016-11-22,22,11,2016
1472,2015-12-24 00:01:00,2015-12-24,24,12,2015
1473,2016-01-25 23:06:00,2016-01-25,25,1,2016
1474,2016-03-13 22:41:00,2016-03-13,13,3,2016
1475,2016-01-19 00:20:00,2016-01-19,19,1,2016
1476,2018-01-27 19:27:00,2018-01-27,27,1,2018
1477,2015-10-26 03:05:00,2015-10-26,26,10,2015
1478,2015-12-18 01:26:00,2015-12-18,18,12,2015
1479,2015-11-22 05:40:00,2015-11-22,22,11,2015
1480,2015-12-22 10:32:00,2015-12-22,22,12,2015
1481,2017-11-23 09:54:00,2017-11-23,23,11,2017
1482,2015-12-24 15:47:00,2015-12-24,24,12,2015
1483,2016-01-20 14:31:00,2016-01-20,20,1,2016
1484,2015-12-15 14:13:00,2015-12-15,15,12,2015
1485,2016-03-16 07:05:00,2016-03-16,16,3,2016
1486,2017-11-17 17:37:00,2017-11-17,17,11,2017
1487,2017-11-16 14:59:00,2017-11-16,16,11,2017
1488,2016-02-24 01:41:00,2016-02-24,24,2,2016
1489,2017-11-14 17:27:00,2017-11-14,14,11,2017
1490,2015-12-21 01:57:00,2015-12-21,21,12,2015
1491,2015-12-25 05:06:00,2015-12-25,25,12,2015
1492,2015-12-16 04:56:00,2015-12-16,16,12,2015
1493,2015-11-19 13:54:00,2015-11-19,19,11,2015
1494,2016-09-15 04:54:00,2016-09-15,15,9,2016
1495,2015-12-20 16:08:00,2015-12-20,20,12,2015
1496,2016-03-17 11:07:00,2016-03-17,17,3,2016
1497,2017-12-19 03:33:00,2017-12-19,19,12,2017
1498,2018-01-21 21:54:00,2018-01-21,21,1,2018
1499,2016-06-26 18:30:00,2016-06-26,26,6,2016
1500,2016-04-14 18:47:00,2016-04-14,14,4,2016
1501,2016-04-14 03:01:00,2016-04-14,14,4,2016
1502,2016-05-15 04:33:00,2016-05-15,15,5,2016
1503,2016-04-18 19:28:00,2016-04-18,18,4,2016
1504,2017-08-17 20:33:00,2017-08-17,17,8,2017
1505,2017-08-24 03:12:00,2017-08-24,24,8,2017
1506,2015-07-21 21:36:00,2015-07-21,21,7,2015
1507,2015-09-23 08:54:00,2015-09-23,23,9,2015
1508,2017-09-26 14:32:00,2017-09-26,26,9,2017
1509,2015-07-18 10:35:00,2015-07-18,18,7,2015
1510,2017-06-25 03:38:00,2017-06-25,25,6,2017
1511,2017-06-24 10:07:00,2017-06-24,24,6,2017
1512,2015-09-24 10:50:00,2015-09-24,24,9,2015
1513,2015-09-23 12:25:00,2015-09-23,23,9,2015
1514,2017-05-25 08:03:00,2017-05-25,25,5,2017
1515,2017-05-25 03:09:00,2017-05-25,25,5,2017
1516,2017-03-20 15:09:00,2017-03-20,20,3,2017
1517,2015-03-16 11:27:00,2015-03-16,16,3,2015
1518,2015-05-23 05:45:00,2015-05-23,23,5,2015
1519,2015-05-15 23:38:00,2015-05-15,15,5,2015
1520,2017-05-13 22:26:00,2017-05-13,13,5,2017
1521,2015-03-16 10:45:00,2015-03-16,16,3,2015
1522,2017-05-28 08:34:00,2017-05-28,28,5,2017
1523,2015-04-20 07:01:00,2015-04-20,20,4,2015
1524,2015-03-22 10:02:00,2015-03-22,22,3,2015
1525,2017-02-25 09:03:00,2017-02-25,25,2,2017
1526,2015-04-27 19:06:00,2015-04-27,27,4,2015
1527,2017-02-19 19:55:00,2017-02-19,19,2,2017
1528,2017-05-27 22:04:00,2017-05-27,27,5,2017
1529,2015-04-17 18:04:00,2015-04-17,17,4,2015
1530,2015-01-22 15:33:00,2015-01-22,22,1,2015
1531,2017-04-14 18:48:00,2017-04-14,14,4,2017
1532,2015-03-19 04:37:00,2015-03-19,19,3,2015
1533,2017-06-14 07:19:00,2017-06-14,14,6,2017
1534,2015-03-15 17:14:00,2015-03-15,15,3,2015
1535,2017-02-22 03:17:00,2017-02-22,22,2,2017
1536,2015-04-17 12:48:00,2015-04-17,17,4,2015
1537,2015-05-18 09:05:00,2015-05-18,18,5,2015
1538,2017-02-21 21:40:00,2017-02-21,21,2,2017
1539,2017-04-17 23:52:00,2017-04-17,17,4,2017
1540,2017-02-13 17:50:00,2017-02-13,13,2,2017
1541,2017-04-17 22:28:00,2017-04-17,17,4,2017
1542,2017-03-16 20:46:00,2017-03-16,16,3,2017
1543,2015-01-13 21:21:00,2015-01-13,13,1,2015
1544,2017-01-20 10:09:00,2017-01-20,20,1,2017
1545,2017-03-13 13:14:00,2017-03-13,13,3,2017
1546,2017-04-17 12:40:00,2017-04-17,17,4,2017
1547,2017-02-18 21:09:00,2017-02-18,18,2,2017
1548,2015-05-28 20:59:00,2015-05-28,28,5,2015
1549,2015-01-18 02:36:00,2015-01-18,18,1,2015
1550,2017-03-21 14:58:00,2017-03-21,21,3,2017
1551,2015-03-25 08:07:00,2015-03-25,25,3,2015
1552,2015-03-15 07:46:00,2015-03-15,15,3,2015
1553,2015-04-17 07:12:00,2015-04-17,17,4,2015
1554,2015-05-19 19:25:00,2015-05-19,19,5,2015
1555,2017-04-21 09:30:00,2017-04-21,21,4,2017
1556,2017-02-21 13:16:00,2017-02-21,21,2,2017
1557,2017-05-22 14:11:00,2017-05-22,22,5,2017
1558,2015-01-21 19:35:00,2015-01-21,21,1,2015
1559,2017-05-29 15:45:00,2017-05-29,29,5,2017
1560,2015-04-16 22:06:00,2015-04-16,16,4,2015
1561,2017-06-16 22:23:00,2017-06-16,16,6,2017
1562,2017-04-24 07:34:00,2017-04-24,24,4,2017
1563,2017-04-24 07:13:00,2017-04-24,24,4,2017
1564,2017-05-26 01:55:00,2017-05-26,26,5,2017
